animal_name,species,animal_birth,outpatient,hospitalization,operation,patella,skin_disease,dental,urinary,liability,insurance_choice,breed
ÀÌ÷À÷À,2,3,5,3,2,4,3,4,4,2,6,149
ÀÌ÷À÷À,2,3,2,3,2,4,4,2,4,3,5,149
ÀÌ÷À÷À,2,3,1,5,2,4,3,3,5,2,5,149
ÀÌ÷À÷À,2,3,5,3,3,3,3,3,5,3,6,149
ÀÌ÷À÷À,2,3,5,2,2,3,4,2,1,5,6,150
ÀÌ÷À÷À,2,3,2,3,4,2,3,4,2,3,5,83
ÀÌ÷À÷À,2,3,2,5,5,4,2,1,5,1,6,84
ÀÌ÷À÷À,2,3,3,5,2,3,1,2,5,3,70,85
ÀÌ÷À÷À,2,3,4,5,2,3,5,4,3,4,72,87
ÀÌ÷À÷À,2,3,4,5,2,5,2,3,4,3,73,88
ÀÌ÷À÷À,2,3,4,2,4,3,1,4,1,5,6,90
ÀÌ÷À÷À,2,3,5,5,4,2,1,2,5,5,70,91
ÀÌ÷À÷À,2,3,3,4,3,4,2,1,3,2,71,92
ÀÌ÷À÷À,2,3,1,3,2,5,2,3,5,3,72,93
ÀÌ÷À÷À,2,3,3,5,1,2,3,5,1,2,5,95
ÀÌ÷À÷À,2,3,3,1,2,5,2,1,2,5,70,97
ÀÌ÷À÷À,2,3,2,1,4,3,2,5,3,2,71,98
ÀÌ÷À÷À,2,3,3,5,1,2,3,4,3,3,72,99
ÀÌ÷À÷À,2,3,3,5,1,2,3,5,1,2,6,102
ÀÌ÷À÷À,2,3,2,1,5,3,2,1,2,3,70,103
ÀÌ÷À÷À,2,3,1,2,3,5,1,2,3,5,71,104
ÀÌ÷À÷À,2,3,3,5,2,1,3,3,2,1,72,105
ÀÌ÷À÷À,2,3,2,3,5,1,2,3,5,3,73,106
ÀÌ÷À÷À,2,3,1,2,3,5,3,2,1,2,5,107
ÀÌ÷À÷À,2,3,2,3,5,1,2,3,5,3,6,108
ÀÌ÷À÷À,2,3,1,2,3,5,1,5,3,2,70,109
ÀÌ÷À÷À,2,3,1,2,3,5,3,1,2,3,73,112
ÀÌ÷À÷À,2,3,5,3,2,1,4,3,2,5,5,113
ÀÌ÷À÷À,2,3,1,5,3,2,1,3,5,2,6,114
ÀÌ÷À÷À,2,3,4,2,4,2,2,2,3,4,72,117
ÀÌ÷À÷À,2,3,3,2,1,5,3,2,1,5,73,118
ÀÌ÷À÷À,2,3,1,5,3,2,1,5,3,2,5,119
ÀÌ÷À÷À,2,3,2,2,2,5,1,2,5,3,6,120
ÀÌ÷À÷À,2,3,3,2,2,3,2,2,5,2,70,121
ÀÌ÷À÷À,2,3,1,2,3,4,2,2,2,3,71,122
ÀÌ÷À÷À,2,3,3,4,2,2,1,4,2,4,72,123
ÀÌ÷À÷À,2,3,4,3,5,3,4,3,4,4,73,124
ÀÌ÷À÷À,2,3,3,5,3,4,5,4,3,5,5,125
ÀÌ÷À÷À,2,3,3,2,3,3,5,2,3,4,6,126
ÀÌ÷À÷À,2,3,1,2,3,5,1,2,3,3,71,128
ÀÌ÷À÷À,2,3,2,3,5,2,5,5,5,2,72,129
ÀÌ÷À÷À,2,3,2,3,4,2,4,1,2,3,5,131
ÀÌ÷À÷À,2,3,4,3,2,1,2,3,4,2,6,132
ÀÌ÷À÷À,2,3,3,2,2,2,1,2,3,5,70,133
ÀÌ÷À÷À,2,3,1,2,3,5,3,2,2,2,71,134
ÀÌ÷À÷À,2,3,3,2,1,2,3,5,2,3,72,135
ÀÌ÷À÷À,2,3,3,3,4,2,4,4,3,4,73,136
ÀÌ÷À÷À,2,3,4,4,4,5,3,5,5,5,5,137
ÀÌ÷À÷À,2,3,3,5,5,5,5,5,3,5,6,138
ÀÌ÷À÷À,2,3,4,3,5,3,3,2,3,3,70,139
ÀÌ÷À÷À,2,3,3,2,5,3,2,1,5,3,71,140
ÀÌ÷À÷À,2,3,5,2,3,4,2,1,4,3,73,142
ÀÌ÷À÷À,2,3,3,4,3,4,3,2,1,3,5,143
ÀÌ÷À÷À,2,3,2,3,4,3,2,3,4,2,6,144
ÀÌ÷À÷À,2,3,4,3,2,1,2,5,3,2,71,146
ÀÌ÷À÷À,2,3,3,4,2,1,2,3,4,3,72,147
ÀÌ÷À÷À,2,3,2,3,4,2,4,2,4,3,5,83
ÀÌ÷À÷À,2,3,2,3,3,4,4,2,5,3,6,84
ÀÌ÷À÷À,2,3,2,4,3,2,3,4,2,1,70,85
ÀÌ÷À÷À,2,3,1,2,3,5,1,2,3,5,71,86
ÀÌ÷À÷À,2,3,2,3,5,2,5,3,2,1,72,87
ÀÌ÷À÷À,2,3,2,3,2,3,2,3,2,3,73,88
ÀÌ÷À÷À,2,3,4,3,4,4,4,4,4,4,5,89
ÀÌ÷À÷À,2,3,1,2,3,2,3,4,3,4,6,90
ÀÌ÷À÷À,2,3,1,5,2,1,5,1,2,3,70,91
ÀÌ÷À÷À,2,3,4,3,3,3,3,3,3,4,72,93
ÀÌ÷À÷À,2,3,2,4,4,3,2,4,2,3,73,94
ÀÌ÷À÷À,2,3,1,1,2,3,4,1,2,3,6,96
ÀÌ÷À÷À,2,3,5,1,5,5,5,4,5,4,70,97
ÀÌ÷À÷À,2,3,1,4,2,2,4,3,2,2,5,99
ÀÌ÷À÷À,2,3,2,3,1,4,3,4,2,4,73,100
ÀÌ÷À÷À,2,3,1,2,4,3,3,1,2,3,5,101
ÀÌ÷À÷À,2,3,4,3,2,4,2,4,3,3,6,102
ÀÌ÷À÷À,2,3,1,3,4,3,4,2,4,4,70,103
ÀÌ÷À÷À,2,3,1,3,2,4,4,3,4,1,72,105
ÀÌ÷À÷À,2,3,1,2,3,1,3,2,3,3,73,106
ÀÌ÷À÷À,2,3,3,2,1,3,2,3,1,2,5,107
ÀÌ÷À÷À,2,3,1,3,4,2,3,2,4,3,6,108
ÀÌ÷À÷À,2,3,2,3,2,4,3,4,2,4,71,110
ÀÌ÷À÷À,2,3,3,4,2,2,2,4,2,3,72,111
ÀÌ÷À÷À,2,3,2,3,4,3,2,4,3,2,73,112
ÀÌ÷À÷À,2,3,1,2,4,2,3,4,2,4,6,114
ÀÌ÷À÷À,2,3,1,3,1,5,1,5,5,5,70,115
ÀÌ÷À÷À,2,3,5,3,5,3,5,4,5,3,71,116
ÀÌ÷À÷À,2,3,5,2,5,3,4,5,2,5,72,117
ÀÌ÷À÷À,2,3,4,5,2,3,4,5,3,4,5,119
ÀÌ÷À÷À,2,3,2,5,4,3,2,5,4,3,6,120
ÀÌ÷À÷À,2,3,2,5,4,3,2,5,4,3,70,121
ÀÌ÷À÷À,2,3,4,5,3,5,4,2,3,4,71,122
ÀÌ÷À÷À,2,3,2,4,3,3,2,3,3,3,72,123
ÀÌ÷À÷À,2,3,1,3,3,4,3,2,3,3,73,124
ÀÌ÷À÷À,2,3,1,4,3,2,1,2,3,4,5,125
ÀÌ÷À÷À,2,3,3,2,2,3,4,2,4,2,70,127
ÀÌ÷À÷À,2,3,3,1,2,2,4,2,4,3,71,128
ÀÌ÷À÷À,2,3,2,1,3,1,2,1,2,1,72,129
ÀÌ÷À÷À,2,3,2,3,4,1,4,2,4,3,73,130
ÀÌ÷À÷À,2,3,3,4,1,2,3,4,1,2,6,132
ÀÌ÷À÷À,2,3,2,4,2,5,3,2,3,4,70,133
ÀÌ÷À÷À,2,3,3,2,5,1,2,3,4,1,71,134
ÀÌ÷À÷À,2,3,4,5,3,5,3,4,5,5,73,136
ÀÌ÷À÷À,2,3,3,2,5,4,3,2,2,1,5,137
ÀÌ÷À÷À,2,3,5,2,3,1,3,3,2,5,70,139
ÀÌ÷À÷À,2,3,1,5,3,2,3,2,3,2,71,140
ÀÌ÷À÷À,2,3,1,5,3,3,2,3,4,3,72,141
ÀÌ÷À÷À,2,3,3,2,5,2,2,3,3,3,5,143
ÀÌ÷À÷À,2,3,1,3,5,3,3,4,3,2,6,144
ÀÌ÷À÷À,2,3,1,2,5,2,5,3,2,1,70,145
ÀÌ÷À÷À,2,3,3,4,3,4,3,4,3,4,72,147
ÀÌ÷À÷À,2,3,1,5,5,1,3,4,3,4,73,148
ÀÌ÷À÷À,2,3,4,3,5,3,3,2,3,3,6,84
ÀÌ÷À÷À,2,3,3,2,5,3,2,1,5,3,70,85
ÀÌ÷À÷À,2,3,3,2,5,5,2,3,5,2,71,86
ÀÌ÷À÷À,2,3,3,4,3,4,3,2,1,3,73,88
ÀÌ÷À÷À,2,3,2,3,4,3,2,3,4,2,5,89
ÀÌ÷À÷À,2,3,1,2,3,4,2,1,5,3,6,90
ÀÌ÷À÷À,2,3,4,3,2,1,2,5,3,2,70,91
ÀÌ÷À÷À,2,3,3,4,2,1,2,3,4,3,71,92
ÀÌ÷À÷À,2,3,4,5,4,5,4,5,1,2,72,93
ÀÌ÷À÷À,2,3,2,3,3,4,4,2,5,3,5,95
ÀÌ÷À÷À,2,3,2,4,3,2,3,4,2,1,6,96
ÀÌ÷À÷À,2,3,1,2,3,5,1,2,3,5,70,97
ÀÌ÷À÷À,2,3,2,3,5,2,5,3,2,1,71,98
ÀÌ÷À÷À,2,3,2,3,2,3,2,3,2,3,72,99
ÀÌ÷À÷À,2,3,1,2,3,2,3,4,3,4,5,101
ÀÌ÷À÷À,2,3,2,5,4,3,2,4,5,3,6,102
ÀÌ÷À÷À,2,3,2,3,5,3,4,5,3,4,70,103
ÀÌ÷À÷À,2,3,3,4,5,4,3,4,2,4,72,105
ÀÌ÷À÷À,2,3,2,2,4,3,2,1,3,2,73,106
ÀÌ÷À÷À,2,3,3,3,2,4,3,2,4,3,5,107
ÀÌ÷À÷À,2,3,1,2,3,1,4,1,4,1,6,108
ÀÌ÷À÷À,2,3,2,3,1,3,4,1,4,2,70,109
ÀÌ÷À÷À,2,3,1,4,3,1,4,3,5,2,71,110
ÀÌ÷À÷À,2,3,1,5,2,5,1,2,3,5,72,111
ÀÌ÷À÷À,2,3,1,2,4,3,2,4,3,2,73,112
ÀÌ÷À÷À,2,3,3,2,5,4,5,4,3,4,6,114
ÀÌ÷À÷À,2,3,1,5,4,3,5,2,3,2,70,115
ÀÌ÷À÷À,2,3,3,2,4,2,3,4,2,3,71,116
ÀÌ÷À÷À,2,3,2,4,3,2,3,2,4,2,72,117
ÀÌ÷À÷À,2,3,5,1,5,1,1,3,2,1,73,118
ÀÌ÷À÷À,2,3,2,3,1,2,1,3,1,3,5,119
ÀÌ÷À÷À,2,3,5,5,2,3,2,3,1,2,6,120
ÀÌ÷À÷À,2,3,5,3,4,3,4,3,4,3,70,121
ÀÌ÷À÷À,2,3,1,4,3,2,1,1,3,4,5,122
ÀÌ÷À÷À,2,3,2,3,2,3,2,3,2,3,72,123
ÀÌ÷À÷À,2,3,3,2,3,3,4,2,4,2,73,124
ÀÌ÷À÷À,2,3,2,3,1,2,3,4,2,3,5,125
ÀÌ÷À÷À,2,3,1,4,3,4,2,3,2,3,6,126
ÀÌ÷À÷À,2,3,1,4,2,3,3,4,4,3,70,127
ÀÌ÷À÷À,2,3,1,4,3,2,4,1,3,2,6,128
ÀÌ÷À÷À,2,3,3,1,2,3,4,2,3,3,72,129
ÀÌ÷À÷À,2,3,2,4,3,2,3,4,2,3,73,130
ÀÌ÷À÷À,2,3,3,2,2,3,4,2,3,1,5,131
ÀÌ÷À÷À,2,3,2,1,4,3,2,3,2,1,6,132
ÀÌ÷À÷À,2,3,1,4,3,2,1,4,3,2,70,133
ÀÌ÷À÷À,2,3,2,3,2,4,2,4,2,3,71,134
ÀÌ÷À÷À,2,3,2,3,4,3,2,1,4,2,70,135
ÀÌ÷À÷À,2,3,3,3,4,3,3,4,2,3,73,136
ÀÌ÷À÷À,2,3,1,4,3,2,4,2,4,2,5,137
ÀÌ÷À÷À,2,3,4,1,2,3,1,4,2,3,6,138
ÀÌ÷À÷À,2,3,3,2,4,2,3,4,3,2,70,139
ÀÌ÷À÷À,2,3,3,4,2,3,2,3,4,3,71,140
ÀÌ÷À÷À,2,3,2,1,4,1,2,3,2,3,72,141
ÀÌ÷À÷À,2,3,1,2,3,4,3,2,1,2,73,142
ÀÌ÷À÷À,2,3,3,2,3,2,3,4,2,3,5,143
ÀÌ÷À÷À,2,3,2,4,1,2,3,4,3,2,6,144
ÀÌ÷À÷À,2,3,3,1,4,2,3,2,3,2,70,145
ÀÌ÷À÷À,2,3,2,3,4,3,4,4,4,3,71,146
ÀÌ÷À÷À,2,3,2,1,3,2,4,1,2,3,72,147
ÀÌ÷À÷À,2,3,2,3,3,2,1,2,3,4,73,148
