animal_name,species,animal_birth,outpatient,hospitalization,operation,patella,skin_disease,dental,urinary,liability,insurance_choice,breed
±ט±ÖÀÌ,2,4,5,1,5,5,4,2,4,1,22,136
±ט±ÖÀÌ,2,5,3,4,3,3,1,3,4,4,21,136
±ט±ÖÀÌ,2,6,4,1,4,1,3,5,5,2,6,136
±ט±ÖÀÌ,2,7,2,5,2,2,4,2,3,3,6,136
±ט±ÖÀÌ,2,8,3,5,5,4,2,4,5,5,27,136
±ט±ÖÀÌ,2,0,1,5,3,3,5,3,4,4,21,136
±ט±ÖÀÌ,2,1,2,2,4,2,3,1,5,2,22,148
±ט±ÖÀÌ,2,2,4,4,5,5,4,4,2,3,27,148
±ט±ÖÀÌ,2,3,3,2,2,3,2,1,4,4,27,148
±ט±ÖÀÌ,2,4,4,3,4,4,3,4,5,5,70,148
±ט±ÖÀÌ,2,5,5,1,1,1,4,5,4,2,70,137
±ט±ÖÀÌ,2,6,3,2,4,2,5,2,3,4,22,137
±ט±ÖÀÌ,2,7,1,2,3,3,4,3,5,3,5,137
±ט±ÖÀÌ,2,8,2,3,4,5,5,4,4,5,5,137
±ט±ÖÀÌ,2,0,4,1,1,4,2,1,3,1,22,137
±ט±ÖÀÌ,2,1,3,4,3,2,5,5,4,4,21,137
±ט±ÖÀÌ,2,2,2,2,4,5,3,3,2,3,27,137
±ט±ÖÀÌ,2,3,5,4,3,3,4,3,5,4,73,137
±ט±ÖÀÌ,2,4,3,3,5,4,5,2,3,2,21,146
±ט±ÖÀÌ,2,5,4,5,1,1,2,5,4,5,71,146
±ט±ÖÀÌ,2,6,1,1,3,2,3,1,1,3,27,146
±ט±ÖÀÌ,2,7,2,4,4,3,5,1,4,4,22,138
±ט±ÖÀÌ,2,8,3,1,5,3,2,3,2,3,21,138
±ט±ÖÀÌ,2,0,5,3,3,5,4,1,5,5,27,138
±ט±ÖÀÌ,2,1,3,1,4,2,3,4,3,2,21,138
±ט±ÖÀÌ,2,2,2,4,5,5,1,2,4,4,22,138
±ט±ÖÀÌ,2,3,4,2,3,3,4,3,2,3,21,138
±ט±ÖÀÌ,2,4,5,5,1,4,1,5,3,1,22,138
±ט±ÖÀÌ,2,5,1,3,4,2,4,4,5,4,73,145
±ט±ÖÀÌ,2,6,2,4,3,4,5,2,3,1,22,145
±ט±ÖÀÌ,2,7,3,2,5,3,2,3,1,4,21,145
±ט±ÖÀÌ,2,8,4,4,1,5,3,4,4,2,27,145
±ט±ÖÀÌ,2,0,2,3,4,2,4,2,3,3,21,139
±ט±ÖÀÌ,2,1,5,5,3,4,1,4,2,5,21,139
±ט±ÖÀÌ,2,2,3,2,2,1,5,3,5,4,27,139
±ט±ÖÀÌ,2,3,4,4,5,3,3,5,3,2,21,139
±ט±ÖÀÌ,2,4,5,3,3,1,3,1,4,3,27,139
±ט±ÖÀÌ,2,5,2,4,4,4,2,4,5,4,22,139
±ט±ÖÀÌ,2,6,3,2,5,2,5,3,2,5,27,139
±ט±ÖÀÌ,2,7,5,5,3,3,1,5,3,2,21,139
±ט±ÖÀÌ,2,8,2,3,2,5,1,2,2,4,27,139
±ט±ÖÀÌ,2,0,4,4,4,4,5,3,5,1,27,139
±ט±ÖÀÌ,2,1,3,1,5,2,3,4,1,2,21,139
±ט±ÖÀÌ,2,2,5,3,1,3,4,2,4,3,73,140
±ט±ÖÀÌ,2,3,2,2,2,4,1,5,2,2,21,140
±ט±ÖÀÌ,2,4,4,4,3,3,3,1,3,5,21,140
±ט±ÖÀÌ,2,5,3,2,4,4,4,5,5,3,71,140
±ט±ÖÀÌ,2,6,2,3,2,2,2,2,2,4,21,140
±ט±ÖÀÌ,2,7,4,1,5,5,5,4,3,4,72,140
±ט±ÖÀÌ,2,8,3,4,3,3,3,3,4,2,6,140
±ט±ÖÀÌ,2,0,5,1,4,4,4,1,5,3,27,140
±ט±ÖÀÌ,2,1,2,5,5,1,2,2,4,5,22,140
±ט±ÖÀÌ,2,2,4,2,2,5,3,5,3,2,73,140
±ט±ÖÀÌ,2,3,5,3,3,2,4,3,1,4,27,141
±ט±ÖÀÌ,2,4,2,4,5,3,5,4,2,1,21,141
±ט±ÖÀÌ,2,5,4,5,2,4,4,4,4,2,27,141
±ט±ÖÀÌ,2,6,3,2,4,5,5,2,2,4,27,141
±ט±ÖÀÌ,2,7,2,4,3,3,2,5,3,4,27,141
±ט±ÖÀÌ,2,8,4,3,5,5,5,1,3,5,27,141
±ט±ÖÀÌ,2,0,3,5,2,2,3,4,1,3,27,141
±ט±ÖÀÌ,2,1,2,1,4,5,4,3,3,2,6,141
±ט±ÖÀÌ,2,2,4,4,3,2,5,4,4,4,21,141
±ט±ÖÀÌ,2,3,1,2,2,4,2,2,2,4,28,141
±ט±ÖÀÌ,2,4,2,3,4,3,3,5,3,5,21,141
±ט±ÖÀÌ,2,5,3,1,3,1,5,3,5,3,28,142
±ט±ÖÀÌ,2,6,1,5,5,4,2,4,1,5,27,142
±ט±ÖÀÌ,2,7,4,2,2,1,4,1,5,4,27,142
±ט±ÖÀÌ,2,8,2,4,4,4,3,4,3,5,21,142
±ט±ÖÀÌ,2,0,3,1,5,5,1,3,4,2,21,142
±ט±ÖÀÌ,2,1,4,3,2,2,4,2,1,4,21,142
±ט±ÖÀÌ,2,2,2,2,4,3,1,4,3,5,27,142
±ט±ÖÀÌ,2,3,3,4,3,4,4,3,4,4,27,142
±ט±ÖÀÌ,2,4,4,3,2,1,5,4,2,3,28,142
±ט±ÖÀÌ,2,5,3,5,4,5,2,5,5,5,22,142
±ט±ÖÀÌ,2,6,5,2,3,3,3,3,3,4,21,143
±ט±ÖÀÌ,2,7,3,1,2,3,4,1,4,5,28,143
±ט±ÖÀÌ,2,8,2,2,4,2,1,2,2,4,27,143
±ט±ÖÀÌ,2,0,3,3,1,5,5,3,3,4,5,143
±ט±ÖÀÌ,2,1,4,4,2,1,3,2,4,3,71,143
±ט±ÖÀÌ,2,2,3,2,3,2,3,5,5,2,21,143
±ט±ÖÀÌ,2,3,5,5,1,4,2,3,4,5,21,143
±ט±ÖÀÌ,2,4,1,2,4,3,5,4,5,3,5,143
±ט±ÖÀÌ,2,5,3,3,2,5,1,2,2,4,27,143
±ט±ÖÀÌ,2,6,2,5,3,1,2,3,5,3,71,143
±ט±ÖÀÌ,2,7,4,4,4,2,3,4,3,4,27,144
±ט±ÖÀÌ,2,8,3,2,2,3,5,2,4,2,27,144
±ט±ÖÀÌ,2,2,2,3,3,5,1,3,5,5,21,144
±ט±ÖÀÌ,2,4,4,4,4,4,4,3,2,3,21,144
³×³×,2,0,2,1,4,1,1,3,5,3,21,149
³×³×,2,1,3,3,3,1,2,2,5,3,22,149
³×³×,2,2,4,4,3,2,2,4,4,4,6,149
³×³×,2,3,3,3,5,5,2,3,4,3,22,149
³×³×,2,4,2,4,2,3,3,5,5,3,5,149
³×³×,2,5,1,1,1,1,1,4,4,2,21,149
³×³×,2,6,4,2,4,5,5,4,5,2,22,149
³×³×,2,7,1,3,3,1,2,3,4,5,21,149
³×³×,2,8,5,4,5,4,4,5,5,4,6,149
³×³×,2,1,4,1,4,1,5,4,5,1,21,149
³×³×,2,2,1,4,4,2,4,3,3,3,5,150
³×³×,2,3,3,3,3,3,3,3,3,5,6,150
³×³×,2,4,2,2,2,4,2,4,2,4,6,150
³×³×,2,5,3,3,3,1,2,5,2,1,22,150
³×³×,2,5,5,5,5,5,1,2,3,1,27,150
³×³×,2,5,1,2,3,2,2,3,3,3,6,150
³×³×,2,6,5,3,1,1,4,3,3,3,22,150
³×³×,2,7,1,2,3,3,3,1,1,3,6,150
³×³×,2,8,2,2,2,2,2,5,2,2,6,150
³×³×,2,9,3,4,2,3,2,4,4,2,6,150
³×³×,2,0,1,1,1,1,1,2,1,5,21,119
³×³×,2,1,3,3,3,1,1,1,1,2,27,119
³×³×,2,2,4,4,3,2,2,4,4,1,73,119
³×³×,2,8,3,3,5,5,2,3,4,3,71,119
³×³×,2,6,2,4,2,3,3,5,5,3,71,119
³×³×,2,7,1,1,1,1,1,4,4,2,28,119
³×³×,2,8,4,2,4,5,5,4,5,2,27,120
³×³×,2,9,1,3,3,1,2,3,4,5,6,120
³×³×,2,2,5,4,5,4,4,5,5,4,21,120
³×³×,2,2,4,1,4,1,5,4,5,1,73,120
³×³×,2,4,1,4,4,2,4,3,3,3,71,120
³×³×,2,5,3,3,3,3,3,3,3,5,70,120
³×³×,2,6,2,2,2,4,2,4,2,4,28,120
³×³×,2,10,3,3,3,1,2,5,2,1,27,120
³×³×,2,5,5,5,5,5,1,2,3,1,27,121
³×³×,2,5,1,2,3,2,2,3,3,3,27,121
³×³×,2,6,5,3,1,1,4,3,3,3,72,121
³×³×,2,7,1,2,3,3,3,1,1,3,27,121
³×³×,2,8,2,2,2,2,2,5,2,2,21,121
³×³×,2,9,3,4,2,3,2,4,4,2,27,121
³×³×,2,0,5,5,4,2,4,3,3,2,73,122
³×³×,2,1,5,5,4,3,3,4,5,3,27,122
³×³×,2,2,4,5,3,3,3,3,2,3,21,122
³×³×,2,3,4,3,2,1,2,4,1,4,21,122
³×³×,2,4,4,3,2,2,2,2,4,4,70,122
³×³×,2,5,4,3,2,3,2,3,3,5,21,122
³×³×,2,6,5,2,2,3,1,5,5,3,22,122
³×³×,2,7,5,2,3,4,1,1,4,4,27,122
³×³×,2,8,4,1,2,4,1,2,4,2,27,122
³×³×,2,1,4,1,1,5,2,2,3,3,6,122
³×³×,2,2,3,1,2,5,2,3,2,5,27,122
³×³×,2,3,4,1,1,4,2,3,3,1,27,122
³×³×,2,4,3,1,1,3,2,1,5,2,22,121
³×³×,2,5,2,2,2,3,1,2,3,2,21,121
³×³×,2,5,2,2,2,2,1,3,1,3,27,121
³×³×,2,5,1,3,2,1,2,3,3,3,27,121
³×³×,2,6,1,3,2,1,2,4,2,1,21,122
³×³×,2,7,2,3,2,2,3,4,4,2,73,122
³×³×,2,8,2,4,3,2,4,5,3,3,22,123
³×³×,2,9,3,4,1,3,4,5,4,3,27,123
³×³×,2,0,3,5,1,3,5,4,5,4,27,123
³×³×,2,1,4,5,1,4,5,3,2,4,21,123
³×³×,2,2,5,4,1,3,5,3,1,5,27,123
³×³×,2,8,5,3,2,3,5,2,1,5,27,123
³×³×,2,6,5,3,2,2,4,1,1,4,28,123
³×³×,2,7,4,2,3,5,4,1,2,3,28,123
³×³×,2,8,4,2,3,5,3,2,3,3,6,123
³×³×,2,9,4,1,4,5,3,2,3,2,71,123
³×³×,2,2,3,1,4,5,2,3,3,1,73,123
³×³×,2,2,3,5,4,5,2,3,4,1,22,123
³×³×,2,4,2,1,3,3,4,5,2,4,27,123
³×³×,2,5,3,1,2,4,4,1,1,5,27,123
³×³×,2,6,4,1,2,3,3,2,5,5,70,124
³×³×,2,10,5,2,2,1,3,2,1,5,27,124
³×³×,2,5,6,2,1,1,2,3,2,4,28,124
³×³×,2,5,7,1,1,4,2,3,2,4,27,124
³×³×,2,6,8,2,1,3,1,1,3,3,21,124
³×³×,2,7,0,2,1,5,1,2,3,3,21,124
³×³×,2,8,1,3,1,5,1,3,1,2,27,124
³×³×,2,9,2,3,2,5,1,3,2,2,21,124
³×³×,2,0,0,4,2,4,1,4,1,1,27,124
³×³×,2,1,1,1,1,4,2,4,1,1,21,124
³×³×,2,2,2,5,1,3,2,5,1,1,27,124
³×³×,2,3,3,5,2,3,1,5,1,2,21,124
³×³×,2,4,4,5,2,2,2,4,2,2,21,124
³×³×,2,5,5,4,3,2,2,3,3,2,27,125
³×³×,2,6,6,3,3,1,2,3,3,1,5,125
³×³×,2,7,7,3,4,1,1,2,3,2,21,125
³×³×,2,8,8,3,4,2,2,1,1,2,27,125
³×³×,2,1,3,3,2,4,2,5,4,3,73,125
³×³×,2,2,4,3,3,4,1,5,3,4,28,125
³×³×,2,3,4,4,3,3,1,2,3,1,22,125
³×³×,2,4,4,4,4,3,2,1,2,5,27,125
³×³×,2,5,3,5,3,3,2,1,1,1,21,125
³×³×,2,5,3,5,3,3,3,2,1,5,27,125
³×³×,2,5,2,4,2,2,3,4,2,1,27,125
³×³×,2,6,2,3,2,2,4,4,2,5,27,126
³×³×,2,7,1,3,3,1,3,3,3,1,6,126
³×³×,2,8,1,2,3,2,3,4,3,2,71,126
³×³×,2,9,1,2,1,2,2,3,4,2,71,126
³×³×,2,0,3,2,2,3,1,4,3,2,28,126
³×³×,2,1,4,2,3,2,2,3,3,2,71,126
³×³×,2,2,4,2,1,2,2,5,2,3,28,126
³×³×,2,8,5,1,2,1,3,5,4,3,70,126
³×³×,2,6,5,1,3,1,3,5,5,4,70,126
³×³×,2,7,5,1,4,2,1,3,5,4,22,127
³×³×,2,8,5,2,5,2,2,4,4,5,27,127
³×³×,2,9,3,2,5,3,4,3,3,5,6,127
³×³×,2,2,3,3,3,3,4,1,4,3,22,127
³×³×,2,2,3,3,4,4,5,1,4,4,27,127
³×³×,2,4,4,3,2,4,5,1,5,3,21,127
³×³×,2,5,2,4,3,5,5,1,5,2,22,128
³×³×,2,6,1,5,5,5,1,2,4,3,27,128
³×³×,2,10,2,5,1,5,5,2,4,4,27,128
³×³×,2,5,2,5,2,4,1,3,3,3,21,128
³×³×,2,5,3,5,2,4,2,3,2,3,27,128
³×³×,2,6,2,5,3,3,5,4,2,2,21,128
³×³×,2,7,2,4,3,3,2,4,2,2,27,129
³×³×,2,8,1,4,1,2,5,5,2,3,27,129
³×³×,2,9,2,3,2,2,4,5,3,4,70,129
ÀÌ÷À÷À,2,1,2,2,1,2,1,2,3,2,27,149
ÀÌ÷À÷À,2,4,3,3,2,1,3,4,2,1,21,149
ÀÌ÷À÷À,2,3,2,2,4,3,2,4,5,1,5,149
ÀÌ÷À÷À,2,5,3,2,4,5,2,3,4,2,21,149
ÀÌ÷À÷À,2,3,4,5,3,4,2,3,4,2,73,149
ÀÌ÷À÷À,2,5,3,4,5,2,3,4,1,1,27,149
ÀÌ÷À÷À,2,3,2,1,2,3,2,2,3,1,27,149
ÀÌ÷À÷À,2,4,5,3,5,2,3,4,1,2,21,149
ÀÌ÷À÷À,2,3,1,2,3,2,2,3,2,1,21,149
ÀÌ÷À÷À,2,2,3,4,2,3,2,3,2,2,21,149
ÀÌ÷À÷À,2,1,5,3,2,3,5,4,2,2,27,150
ÀÌ÷À÷À,2,1,1,2,3,2,2,3,2,2,28,150
ÀÌ÷À÷À,2,1,1,2,1,2,1,1,2,2,27,150
ÀÌ÷À÷À,2,2,3,2,1,2,2,2,2,2,28,150
ÀÌ÷À÷À,2,4,3,2,1,2,2,1,4,2,28,150
ÀÌ÷À÷À,2,3,1,3,2,3,2,3,2,1,21,150
ÀÌ÷À÷À,2,1,4,5,4,3,2,5,2,1,21,150
ÀÌ÷À÷À,2,2,3,2,1,4,2,3,2,1,27,150
ÀÌ÷À÷À,2,8,2,2,1,4,2,3,2,1,21,150
ÀÌ÷À÷À,2,3,3,2,1,4,2,5,2,3,28,150
ÀÌ÷À÷À,2,2,3,2,1,2,1,4,5,2,27,83
ÀÌ÷À÷À,2,3,3,2,1,2,1,2,1,4,28,84
ÀÌ÷À÷À,2,1,3,3,2,5,2,4,1,1,27,85
ÀÌ÷À÷À,2,4,1,4,2,5,2,5,4,1,71,86
ÀÌ÷À÷À,2,3,3,2,1,4,2,5,2,1,21,87
ÀÌ÷À÷À,2,5,3,2,1,5,2,1,4,2,28,88
ÀÌ÷À÷À,2,3,3,3,4,3,2,3,5,2,72,89
ÀÌ÷À÷À,2,4,3,2,1,5,2,4,2,5,28,90
ÀÌ÷À÷À,2,3,4,2,5,3,2,5,1,4,21,91
ÀÌ÷À÷À,2,3,1,2,4,2,3,5,4,2,27,83
ÀÌ÷À÷À,2,1,3,4,2,2,5,4,2,1,27,84
ÀÌ÷À÷À,2,1,3,2,3,3,2,5,2,3,27,85
ÀÌ÷À÷À,2,2,3,2,1,2,3,2,5,2,27,86
ÀÌ÷À÷À,2,4,3,5,2,4,2,5,3,2,73,87
ÀÌ÷À÷À,2,5,2,2,1,2,1,2,3,2,22,88
ÀÌ÷À÷À,2,3,3,2,1,4,2,5,2,1,21,89
ÀÌ÷À÷À,2,2,2,3,5,4,2,3,5,2,21,90
ÀÌ÷À÷À,2,5,3,2,1,4,2,3,2,2,28,91
ÀÌ÷À÷À,2,2,3,2,1,2,1,4,2,2,21,83
ÀÌ÷À÷À,2,1,2,5,2,3,2,4,2,1,27,84
ÀÌ÷À÷À,2,2,3,2,1,4,1,2,3,2,28,85
ÀÌ÷À÷À,2,5,2,2,1,4,2,5,2,3,28,86
ÀÌ÷À÷À,2,2,3,4,5,3,2,5,4,3,71,87
ÀÌ÷À÷À,2,4,3,2,5,2,5,4,5,2,27,88
ÀÌ÷À÷À,2,3,2,5,2,4,2,5,2,1,27,89
ÀÌ÷À÷À,2,2,5,5,5,3,2,5,4,2,6,90
ÀÌ÷À÷À,2,1,3,3,2,3,2,3,2,2,27,91
ÀÌ÷À÷À,2,5,2,4,2,5,2,3,2,1,27,83
